url,object_recognition,caption,Unnamed: 0,Story Primary ID,Story ID,User Primary ID,User ID,Gender,Age,Title,Narrative,Account Created Date,Date (No Timestamp),Interest,Narrative TikaDetect,Title TikaDetect,Narrative LangDetect,Title LangDetect,Translated Narrative,Translated Title,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,GeoTopic Name,GeoTopic Latitude,GeoTopic Longitude,objects-narrative similarity,objects-caption similarity
https://image.pixstory.com/optimized/Pixstory-image-165326128686890.png,"['basketball', 'volleyball']",a group of men playing a game of frisbee .,52127,101913,STY1653262270,30551,USR1649272043,,12,Draymond Green Believes Luka Doncic Shares A Lot Of Similarities With LeBron ,"While Los Angeles Lakers superstar LeBron James finds himself at home during the playoffs, the new age of NBA stars have cemented themselves this postseason. Arguably none have done so more than Dallas Mavericks guard Luka Doncic, who has surprisingly led his team to the Western Conference Finals opposite the Golden State Warriors and their all-time great trio of Stephen Curry, Klay Thompson and Draymond Green.

In just his fourth season, Doncic has already established himself as perhaps the NBA’s next great superstar and his size, scoring and passing ability have drawn comparisons to James. Indeed, Doncic’s all-around game does compare well with the Lakers’ star and Green believes so as well.

Green discussed the similarities between Doncic and LeBron, believing the two are very much alike in many ways but do have some differences as well.

Both Luka and LeBron are masters at controlling the game with the ball in their hands, reading and manipulating the defense and getting the best out of their teammates. It is an interesting note that Green makes about Doncic being slightly more of a shoot-first player than James, but it isn’t necessarily wrong either.

Obviously the other big difference that Green didn’t mention, but also doesn’t need mentioning, is LeBron’s athletic advantage. But the great thing about Luka is that he has shown he doesn’t need elite athleticism to dominate in the NBA.

The new era of NBA stars is growing before our eyes and these playoffs have seen the likes of Doncic, Ja Morant, Jayson Tatum and Anthony Edwards have truly impressive outings. There is always a tendency to compare the new stars to current or past ones and it is hard to argue that Doncic and James have some serious similarities.",2022-04-07 00:37:23,2022-04-07,"nba, lebron james, la lakers",en,en,en,en,While Los Angeles Lakers superstar LeBron James finds himself at home during the playoffs the new age of NBA stars have cemented themselves this postseason Arguably none have done so more than Dallas Mavericks guard Luka Doncic who has surprisingly led his team to the Western Conference Finals opposite the Golden State Warriors and their all time great trio of Stephen Curry Klay Thompson and Draymond Green In just his fourth season Doncic has already established himself as perhaps the NBA s next great superstar and his size scoring and passing ability have drawn comparisons to James Indeed Doncic s all around game does compare well with the Lakers star and Green believes so as well Green discussed the similarities between Doncic and LeBron believing the two are very much alike in many ways but do have some differences as well Both Luka and LeBron are masters at controlling the game with the ball in their hands reading and manipulating the defense and getting the best out of their teammates It is an interesting note that Green makes about Doncic being slightly more of a shoot first player than James but it isn t necessarily wrong either Obviously the other big difference that Green didn t mention but also doesn t need mentioning is LeBron s athletic advantage But the great thing about Luka is that he has shown he doesn t need elite athleticism to dominate in the NBA The new era of NBA stars is growing before our eyes and these playoffs have seen the likes of Doncic Ja Morant Jayson Tatum and Anthony Edwards have truly impressive outings There is always a tendency to compare the new stars to current or past ones and it is hard to argue that Doncic and James have some serious similarities ,Draymond Green Believes Luka Doncic Shares A Lot Of Similarities With LeBron ,0.0016461554,2.9675643e-06,0.00014685553,0.0001322963,0.00031150374,3.844573e-05,4.2367363e-05,Dallas County,32.76663,-96.77787,,20
https://image.pixstory.com/optimized/Pixstory-image-166602669966500.png,"['wig', 'safety pin']",a woman wearing a tie and a hat .,66687,156317,STY1666026744,53688,USR1656959295,,18,Daily Inspo,"A good pic From the day.. Happy,Smiling Me❤️",2022-07-04 23:58:15,2022-07-04,"Technology, History, Food, Entertainment, Sports, Environment, Science, Inequality, Education, Health, Politics, Economy, Climate change ",en,en,en,en,A good pic From the day Happy Smiling Me ,Daily Inspo,0.0007433712,1.881554e-06,5.2566033e-05,9.606201e-05,0.00022034316,2.482568e-05,3.627003e-05,,,,0.0,0
https://image.pixstory.com/optimized/Pixstory-image-164802278882748.jpeg,"['web site, website, internet site, site']",a woman in a white shirt is holding a cellphone,42524,89108,STY1648023510,27909,USR1645083572,male,24,Jared Leto saved the series from Crash,"“How to win the game of life,” and this one quote sum up the first three episodes of ‘We Crashed,’ web series available on Apple TV+.

“We Crashed,” is a story about Adam (played by Jared Leto) and his struggle to start his own business.

The first episode starts where we see that Adam is pitching his business idea to so many investors in 2007 and each one of them rejected his idea then Adam met Rebekah (played by Anne Hathaway) and Miguel (played by Kyle Marwin) who helped him to start his business. Rebekah boost his morale and Miguel gave him space and funds to start his business and they started their new business named ‘Greendesk.’

But the nature of humans is to grow at any cost and for that, Adam scraped off ‘Greendesk,’ and tried to get new investors for a bigger business idea and one investor agreed to fund his idea.

The second episode began with the conflict when the investor ditched Adam and the struggle of Adam continues. Then Adam and Rebekah got married to each other and Rebekah’s dad gave them one million dollars as a gift but Adam used that money to invest in his business and then Adam, Rebekah, and Miguel started “WeWork.”

In episode three, we saw the success of the “WeWork” and by 2012 they have 10k members working for it but every success story has its hurdle and now the hurdle was one quote from Rebekah (which I’ll not tell because it can be the spoiler) which put “WeWork” and Adam into trouble but at the end of the episode, everything got sorted out.

What I liked about the series till now is its story and its pace things that I didn’t like about the series till now are the third episode because this episode didn’t add anything to the story.

The next episode of the series will premiere on 25th March. 

If you are interested in business then you should watch this series.

I’ll talk about everything in details once all the episodes come out.",2022-02-17 13:09:32,2022-02-17,"webseries, appletv",en,en,en,en, How to win the game of life and this one quote sum up the first three episodes of We Crashed web series available on Apple TV We Crashed is a story about Adam played by Jared Leto and his struggle to start his own business The first episode starts where we see that Adam is pitching his business idea to so many investors in and each one of them rejected his idea then Adam met Rebekah played by Anne Hathaway and Miguel played by Kyle Marwin who helped him to start his business Rebekah boost his morale and Miguel gave him space and funds to start his business and they started their new business named Greendesk But the nature of humans is to grow at any cost and for that Adam scraped off Greendesk and tried to get new investors for a bigger business idea and one investor agreed to fund his idea The second episode began with the conflict when the investor ditched Adam and the struggle of Adam continues Then Adam and Rebekah got married to each other and Rebekah s dad gave them one million dollars as a gift but Adam used that money to invest in his business and then Adam Rebekah and Miguel started WeWork In episode three we saw the success of the WeWork and by they have k members working for it but every success story has its hurdle and now the hurdle was one quote from Rebekah which I ll not tell because it can be the spoiler which put WeWork and Adam into trouble but at the end of the episode everything got sorted out What I liked about the series till now is its story and its pace things that I didn t like about the series till now are the third episode because this episode didn t add anything to the story The next episode of the series will premiere on th March If you are interested in business then you should watch this series I ll talk about everything in details once all the episodes come out ,Jared Leto saved the series from Crash,0.00058384414,1.6558231e-06,5.9310543e-05,8.236714e-05,0.00015827706,1.5838832e-05,2.030559e-05,,,,,0
https://image.pixstory.com/optimized/Pixstory-image-164277851758628.png,"['jersey, T-shirt, tee shirt', 'street sign']",a red stop sign sitting on the side of a road .,36769,74068,STY1642778627,24447,USR1642778410,,22,EVIL GENIUSES,"Evil Geniuses complete their CS:GO roster with addition of RUSH, Stewie2k and autimatic",2022-01-21 20:50:10,2022-01-21,"#sfsarsd, csgo, esports",en,de,en,ca,Evil Geniuses complete their CS GO roster with addition of RUSH Stewie k and autimatic,EVIL GENIUSES,0.00052994903,1.3564564e-06,3.6040157e-05,6.6690634e-05,0.00014446607,2.0884856e-05,1.4693539e-05,,,,50.0,25
https://image.pixstory.com/optimized/Pixstory-image-165587022073423.png,"['kimono', 'hair slide']",a woman in a dress holding a cell phone .,58687,108982,STY1655870989,34600,USR1651665373,male,61,One of the Indian Women Star,"Dr Soma Ghosh , borne on March 20, 1962, a Padam Shri awardee, represents to Varanasi classical music. She is daughter of freedom fighter, Manmohan Chakravarty and has been a close associate of the Sehnai Mestro and Bharat Ratna, Ustad Bismillah Khan. She was borne and brought up in Varanasi She has performed in Rashtrapati bhawan and Parliament. She was felicitated by Dr APJ Abdul Kalam. Dr Pratibha Patil and Mrs Sonia Gandhi.",2022-05-04 17:26:13,2022-05-04,banaras music gharana,en,en,en,en,Dr Soma Ghosh borne on March a Padam Shri awardee represents to Varanasi classical music She is daughter of freedom fighter Manmohan Chakravarty and has been a close associate of the Sehnai Mestro and Bharat Ratna Ustad Bismillah Khan She was borne and brought up in Varanasi She has performed in Rashtrapati bhawan and Parliament She was felicitated by Dr APJ Abdul Kalam Dr Pratibha Patil and Mrs Sonia Gandhi ,One of the Indian Women Star,0.0056680557,6.1208807e-06,0.00048065218,0.0002648159,0.0025873776,5.0507646e-05,9.10535e-05,,,,0.0,50
https://image.pixstory.com/optimized/Pixstory-image-165185846728107.png,"['racket, racquet', 'balance beam, beam']",a man holding a tennis racquet on a tennis court .,30434,98765,STY1651858590,22770,USR1642425119,male,40,Madrid: Alcaraz elimina Nadal e sfiderà Djokovic,"Nel pomeriggio sono andati in scena i due quarti di finale più attesi del torneo Master 1000 di Madrid. Nel primo match, il numero 1 del ranking ATP Novak Djokovic ha facilmente sconfitto il polacco Hubert Hurkacz con il punteggio di 6-3 6-4 in appena 80 minuti di gioco. La seconda partita era stata presentata come uno scontro generazionale tra il vecchio Rafael Nadal e l'astro nascente del tennis spagnolo e mondiale, Carlos Alcaraz. Le attese non sono state deluse, con un match durato quasi 2 ore e mezza e arrivato al terzo set. A vincere con il punteggio di 6-2 1-6 6-3 è stato il più giovane dei due, che diventa così il primo teenager a battere Nadal sull'amata terra rossa. Il recordman di vittorie nei tornei dello Slam era al rientro dopo l'infortunio al costato che lo ha tenuto fuori negli ultimi mesi e potrà sicuramente prendersi la rivincita nei prossimi appuntamenti, ma certamente Alcaraz continua a stupire per i risultati che sta ottenendo quest'anno. Domani avrà l'occasione di portare a casa un altro scalpo eccellente, incontrando proprio Djokovic.",2022-01-17 18:41:59,2022-01-17,"tennis, madrid, carlos alcaraz, rafael nadal, novak djokovic",it,ca,it,ca,"In the afternoon, the two most awaited quarterfinals of the Madrid Master tournament were staged. In the first match, ATP ranking number Novak Djokovic easily defeated the Pole Hubert Hurkacz with the score of in just minutes of play. The second match was presented like a generational clash between the old Rafael Nadal and the rising star of Spanish and world tennis Carlos Alcaraz Expectations were not disappointed with a match that lasted almost hours and a half and reached the third set The younger of the two won with state score who thus becomes the first teenager to beat Nadal on his beloved clay. to amaze with the results he is achieving this year Tomorrow I will have the opportunity to bring home another excellent scalp by meeting Djokovic himself",Madrid: Alcaraz elimina Nadal e sfiderà Djokovic,0.00049715664,1.3742888e-06,4.124747e-05,7.170481e-05,0.00014707218,1.5792935e-05,1.540869e-05,Madrid,40.4165,-3.70256,20.0,90
https://image.pixstory.com/optimized/Pixstory-image-164579710070992.jpeg,['knot'],a black and white photo of a pair of scissors .,14975,83748,STY1645797223,10534,USR1636448509,male,45,"Guerra in Ucraina, quasi 200 civili uccisi","Sarebbero 194 gli ucraini uccisi finora negli attacchi delle forze russe, tra cui 57 civili e il resto militari e paramilitari. Almeno a dar credito alle stime indicate a fine mattinata dal viceministro britannico della Difesa, James Heappey, a margine di un aggiornamento sulla situazione in Ucraina di fronte ai deputati della Camera dei Comuni a Westminster. Heappey ha inoltre calcolato in 450 circa i militari russi che sarebbero morti dall'inizio dell'operazione, senza precisare se l'infornmazione provenga da fonti ufficiali ucraine o d'intelligence. In precedenza l'Onu aveva evocato non piu' di 25 civili uccisi accertati finora. ANSA",2021-11-09 14:31:49,2021-11-09,"ucraina war, ucraina, guerra in ucraina",it,it,it,it,They would be the Ukrainians killed so far in the attacks by Russian forces including civilians and the rest military and paramilitary At least to give credit to the estimates indicated at the end of the morning by the British Deputy Minister of Defense James Heappey on the sidelines of an update on the situation in Ukraine before the deputies of the House of Commons in Westminster Heappey also calculated that approximately the number of Russian soldiers would have died since the beginning of the operation without specifying whether the information comes from official Ukrainian or intelligence sources Previously the UN had summoned no more than civilians killed ascertained so far ANSA,"Guerra in Ucraina, quasi 200 civili uccisi",0.000731571,1.5528846e-06,4.444746e-05,0.00010071209,0.00020422728,2.3650753e-05,2.003646e-05,Town of Westminster,42.55123,-71.90265,0.0,0
https://image.pixstory.com/optimized/Pixstory-image-166178614965723.png,"['bullet train, bullet', 'solar dish, solar collector, solar furnace']",a train traveling down tracks next to a train station .,83932,134434,STY1661786184,83107,USR1661786133,,22,View❤,View❤,2022-08-29 20:45:33,2022-08-29,"Technology, History, Food, Entertainment, Sports, Environment, Science, Inequality, Education, Health, Politics, Economy, Climate change ",af,af,af,af,View,View❤,0.00048245658,1.3010425e-06,2.310944e-05,7.2764495e-05,0.00012518295,2.3200086e-05,1.5255589e-05,,,,80.0,0
https://image.pixstory.com/optimized/Pixstory-image-165098057834287.png,"['microphone, mike', 'binoculars, field glasses, opera glasses']",a man in a hat is holding a baby .,20712,96927,STY1650980658,11859,USR1638425715,male,21,দুঃখীদের মুখে হাসি ফোটানো জীবনের সবচেয়ে বড় পাওয়া: বাংলাদেশের প্রধানমন্ত্রী শেখ হাসিনা,"দুঃখী মানুষের মুখে হাসি ফুটানো 

https://bengali.nenow.in/bangladesh/the-biggest-achievement-of-life-is-to-put-a-smile-on-the-face-of-the-poor-prime-minister-of-bangladesh-sheikh-hasina

একজন রাজনীতিবিদের জীবনে সবচেয়ে বড় পাওয়া বলে মনে করেন প্রধানমন্ত্রী ও আওয়ামী লীগ সভাপতি শেখ হাসিনা।",2021-12-02 11:45:15,2021-12-02,bangladesh,bn,bn,bn,bn,,দুঃখীদের মুখে হাসি ফোটানো জীবনের সবচেয়ে বড় পাওয়া: বাংলাদেশের প্রধানমন্ত্রী শেখ হাসিনা,0.0003726416,1.6144795e-06,3.6152273e-05,8.103708e-05,9.972241e-05,1.3226848e-05,1.4532747e-05,,,,0.0,0
https://image.pixstory.com/optimized/Pixstory-image-165882380318259.jpeg,"['lakeside, lakeshore', 'boathouse']",a group of boats floating on top of a body of water .,69300,119119,STY1658823871,58507,USR1657967151,male,21,Dry weather for next 24 hrs in JK,"Weather remained generally cloudy in Jammu and Kashmir during the last 24 hours. However, the MeT department said on Tuesday that mainly dry weather is expected in the next 24 hours.

""Mainly dry weather is expected in J&K during the next 24 hours,"" an official of the MeT department said.",2022-07-16 15:55:51,2022-07-16,"kashmir, kashmir valley, weather, weather forecast",en,en,en,en,Weather remained generally cloudy in Jammu and Kashmir during the last hours However the MeT department said on Tuesday that mainly dry weather is expected in the next hours Mainly dry weather is expected in J K during the next hours an official of the MeT department said ,Dry weather for next 24 hrs in JK,0.61973315,0.00035950556,0.04348913,0.012285582,0.48967826,0.000476851,0.025524197,Azad Jammu and Kashmir,33.94718,73.9104,0.0,90
